,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
313,0,8,3,4,40,2,1,1,2,2,2,0,6,0,1,0,3,0,0,1,0
314,2,0,3,4,258,4,2,0,3,2,1,3,10,1,1,0,3,1,0,0,1
315,1,23,0,3,514,2,3,3,3,2,3,0,12,0,1,0,1,0,0,1,0
316,1,8,3,3,46,2,0,1,3,1,2,1,19,1,1,0,3,1,0,1,1
317,0,17,3,3,701,4,0,0,0,2,3,1,29,1,1,0,3,0,1,1,1
318,3,8,1,2,44,2,0,3,3,2,1,0,13,1,1,1,1,0,0,1,1
319,1,11,2,3,641,2,3,0,0,2,3,1,8,1,1,1,3,0,0,1,1
320,0,21,1,4,695,2,4,3,2,2,1,0,9,1,1,1,0,0,0,1,0
321,1,17,3,6,359,2,2,3,1,2,2,1,13,1,1,0,1,0,0,1,0
322,1,17,3,9,543,2,1,1,3,2,0,2,15,1,0,0,0,0,1,1,1
323,1,13,3,3,499,3,0,3,3,2,1,0,9,1,1,0,1,0,0,1,1
324,3,13,1,4,109,2,0,3,0,2,2,3,17,1,1,1,1,0,0,1,1
325,1,4,1,4,603,2,1,0,3,2,3,3,20,1,1,1,3,0,0,0,1
326,3,8,1,3,764,4,3,1,3,2,3,1,30,1,2,0,1,0,1,1,1
327,3,17,3,4,269,3,1,3,0,2,2,0,15,1,1,0,1,1,1,1,1
328,2,23,3,6,708,2,3,3,3,2,1,0,12,1,1,0,1,0,0,1,1
329,0,2,3,6,120,2,3,3,3,2,3,0,9,1,1,0,1,1,0,1,1
330,1,17,1,9,803,2,4,1,3,2,3,2,52,1,0,1,0,0,1,1,1
331,3,13,1,2,336,0,0,3,0,2,1,3,11,1,1,1,1,0,0,1,0
332,0,31,3,4,828,0,2,3,0,2,1,1,5,1,1,0,0,0,0,1,0
333,3,29,1,9,895,0,0,1,0,2,3,0,5,0,2,1,3,0,0,1,0
334,1,17,4,3,685,2,3,2,3,2,3,2,4,0,2,1,1,1,0,1,0
335,1,2,1,3,600,2,0,0,1,2,3,3,25,1,2,0,0,0,1,1,0
336,0,9,3,6,392,2,2,1,0,1,3,1,4,1,1,0,3,0,0,1,1
337,1,11,3,1,181,4,0,3,0,2,1,0,5,1,2,0,1,0,0,1,0
338,1,17,3,3,691,2,0,3,3,2,3,1,9,1,1,0,1,0,0,1,1
339,0,6,3,3,268,2,0,3,1,2,1,0,12,1,1,0,3,0,0,1,1
340,0,17,1,2,761,2,2,1,0,2,3,2,5,1,0,1,1,0,1,1,1
341,1,15,3,3,633,2,1,0,0,2,3,0,7,1,2,0,3,0,0,1,1
342,0,13,3,6,584,1,2,0,2,2,2,3,6,1,2,0,1,0,0,1,1
343,0,13,3,0,704,2,3,0,3,0,0,3,14,0,1,0,0,0,1,1,1
344,2,6,3,4,672,2,2,0,3,1,0,1,18,1,1,0,3,1,0,1,1
345,3,11,1,6,249,2,0,3,0,2,1,0,24,1,1,0,3,0,0,1,1
346,0,9,1,6,77,2,2,3,3,1,3,3,4,1,1,1,1,0,0,1,1
347,0,17,3,6,651,1,4,0,0,2,3,2,4,1,2,0,2,0,0,1,1
348,3,2,2,0,312,0,0,0,3,2,1,3,15,1,1,1,3,0,0,1,1
349,0,5,1,2,133,3,3,3,3,2,2,2,13,1,0,1,1,1,0,1,0
350,3,5,3,1,166,2,2,0,0,2,3,3,4,1,2,0,1,0,1,1,1
351,0,5,3,3,100,2,0,0,0,2,1,0,10,1,1,0,1,0,0,0,0
352,3,13,1,9,585,4,4,1,3,2,3,2,19,1,1,0,0,0,1,1,1
353,1,8,4,6,780,2,0,3,3,2,1,1,9,1,2,1,1,0,1,1,0
354,3,6,3,2,50,1,3,3,3,2,3,2,27,1,0,0,1,0,1,1,1
355,0,17,3,4,173,2,2,3,3,2,1,3,4,2,1,0,3,0,0,1,0
356,3,8,1,6,446,4,3,0,3,0,3,3,30,1,1,0,1,0,1,1,1
357,3,23,2,6,707,2,0,3,3,2,1,0,7,1,1,1,0,0,1,1,0
358,3,8,3,6,62,2,0,3,2,2,1,3,9,1,1,0,1,0,0,1,1
359,1,21,3,3,462,2,1,3,0,2,3,3,4,1,2,0,1,0,0,1,0
360,0,13,3,2,169,4,0,3,3,2,3,2,42,1,0,0,1,0,0,1,1
361,2,8,3,6,604,4,3,1,3,2,2,0,18,1,1,0,0,0,0,1,1
362,2,8,2,4,424,2,0,1,0,2,1,0,17,2,1,1,1,0,1,1,1
363,3,2,3,3,316,2,0,0,2,2,1,1,2,1,2,0,1,0,0,1,1
364,1,13,3,3,471,2,4,3,3,2,0,0,6,1,1,0,2,0,0,1,0
365,3,8,3,0,277,2,1,1,3,2,3,0,17,1,1,0,1,0,1,1,1
366,3,13,1,9,660,2,1,2,3,2,0,0,8,1,1,1,1,0,0,1,1
367,1,13,3,3,642,2,2,0,0,2,3,0,3,1,2,0,1,0,0,1,1
368,1,23,3,3,610,2,3,3,3,2,1,0,23,1,1,0,1,1,0,1,0
369,0,13,3,3,554,2,1,1,0,2,3,3,21,1,2,0,1,0,0,1,1
370,3,23,3,4,568,4,0,3,3,2,3,3,17,1,1,0,1,0,0,1,1
371,3,13,1,6,774,2,3,2,3,2,3,0,14,1,1,1,1,0,1,1,1
372,3,6,1,3,406,2,2,0,0,2,2,3,4,1,2,1,1,0,0,1,1
373,3,31,1,4,908,4,3,1,3,2,3,2,44,0,0,0,0,0,1,1,1
374,0,31,0,5,914,0,3,2,0,2,3,2,41,0,0,1,0,0,1,1,0
375,1,29,0,0,840,2,1,1,0,1,3,0,18,1,2,0,1,0,0,1,0
376,3,13,2,6,440,2,4,1,2,2,2,3,15,1,1,1,1,0,0,1,1
377,3,3,2,6,73,4,3,2,3,2,3,2,17,1,0,0,1,0,0,1,1
378,0,23,3,4,911,2,3,3,3,2,1,2,38,1,0,0,0,0,1,1,0
379,3,2,1,4,5,0,0,3,0,2,3,0,33,1,1,1,3,0,0,1,1
380,1,14,3,3,415,4,1,3,3,2,3,0,20,1,1,0,1,0,1,1,1
381,0,13,3,9,907,2,4,2,0,2,3,2,19,1,0,0,0,0,1,1,0
382,3,16,3,4,184,4,1,3,0,2,3,1,6,1,2,0,1,0,0,1,1
383,2,8,3,4,203,2,2,3,3,2,0,3,7,1,1,0,1,0,0,1,1
384,3,21,2,0,696,0,0,1,3,2,1,1,7,1,1,1,3,0,0,1,1
385,3,13,1,6,421,2,0,1,0,2,0,0,6,1,1,1,1,0,0,1,1
386,3,13,3,6,131,4,2,3,0,2,1,3,2,1,2,0,1,0,1,1,1
387,0,13,1,3,826,2,4,3,3,2,3,1,21,2,1,1,0,0,1,1,1
388,0,11,1,0,443,1,0,1,3,2,3,0,8,0,1,0,1,0,0,1,1
389,3,5,3,0,246,2,1,2,0,2,1,0,8,1,1,1,1,0,0,1,1
390,3,13,3,4,326,2,0,1,2,2,1,1,11,1,1,0,0,0,1,1,1
391,0,8,3,3,104,3,2,0,0,2,3,3,0,1,2,0,3,0,0,1,1
392,1,23,3,4,589,2,1,1,3,2,3,2,20,0,0,0,0,1,1,1,1
393,1,2,1,6,365,2,1,0,0,2,3,0,12,1,1,0,1,0,0,1,1
394,3,5,1,3,462,2,4,1,3,2,2,0,12,1,1,0,0,0,0,1,1
395,0,24,2,2,896,0,1,1,3,2,2,2,13,1,2,0,1,0,1,1,1
396,1,8,3,3,486,2,4,2,0,2,3,2,36,1,0,0,0,0,0,1,1
397,1,23,1,3,450,2,0,2,2,2,1,1,27,1,1,1,1,0,1,1,1
398,0,8,3,4,161,2,3,0,1,2,0,3,27,1,2,1,1,0,0,1,0
399,3,17,1,6,266,3,0,3,0,2,0,3,24,1,1,1,3,0,0,1,1
400,3,13,3,6,252,2,2,2,2,2,3,3,20,1,1,0,1,0,1,1,1
401,0,13,1,0,343,4,0,3,2,2,3,3,9,0,1,1,1,0,0,1,1
402,3,17,2,0,864,2,2,1,3,2,1,0,8,0,1,1,1,0,1,1,0
403,3,10,2,4,68,2,0,3,3,2,1,0,8,1,1,1,3,0,0,1,1
404,0,13,2,4,541,4,3,3,3,2,3,0,24,1,1,0,1,1,0,1,1
405,0,17,3,6,382,2,2,0,2,2,0,1,3,1,1,0,1,0,1,1,0
406,3,17,1,9,413,4,1,3,3,2,3,0,24,1,1,1,1,1,1,1,1
407,1,11,3,6,117,2,2,3,2,2,1,3,8,1,1,0,1,0,0,0,1
408,3,17,3,6,587,1,3,2,1,2,1,0,7,1,1,0,0,0,1,1,1
409,2,8,1,4,95,1,1,3,2,2,1,3,9,1,1,2,1,0,1,1,0
410,0,17,3,6,369,2,3,3,0,2,3,0,1,1,1,0,1,0,1,1,1
411,3,22,1,9,823,2,1,2,3,2,1,0,16,1,1,1,0,0,1,1,1
412,3,8,1,0,433,2,4,3,3,2,1,0,23,2,1,1,0,0,1,1,0
413,3,6,3,4,298,1,0,2,3,2,1,2,21,1,2,0,3,1,0,0,1
414,1,17,3,4,225,4,0,3,0,2,1,1,16,1,1,0,1,0,0,1,0
415,3,23,1,9,766,2,3,1,3,2,1,1,16,1,1,1,1,1,1,1,1
416,1,8,3,4,487,2,2,3,3,2,0,3,14,1,1,0,3,1,0,1,0
417,1,13,2,2,860,4,0,0,0,2,1,0,4,1,2,1,1,0,1,1,1
418,3,15,3,4,525,1,1,0,0,2,1,0,12,0,1,0,0,0,0,1,1
419,0,13,3,4,112,4,0,3,0,2,1,1,14,1,1,0,1,0,0,1,0
420,3,11,3,4,581,3,1,1,0,2,2,0,1,1,2,0,1,0,0,1,1
421,0,8,3,9,379,4,0,3,3,2,1,0,11,1,1,0,1,0,0,1,1
422,0,8,1,4,99,2,1,1,3,2,2,3,28,1,1,1,3,1,0,1,1
423,3,15,2,3,295,0,1,3,3,2,2,3,15,1,1,1,0,0,0,1,1
424,0,8,3,3,520,4,3,0,0,2,1,1,6,0,1,0,1,0,1,1,0
425,0,13,3,9,524,2,0,0,2,2,2,0,2,1,2,0,1,0,1,1,1
426,3,20,1,6,512,2,3,3,3,2,1,0,10,1,1,1,1,0,0,1,1
427,3,13,1,6,135,3,0,3,3,2,2,3,27,1,1,1,1,0,0,1,1
428,3,5,3,3,198,2,3,0,3,2,3,0,1,1,1,0,1,0,0,1,1
429,1,13,1,7,146,2,4,1,0,2,3,2,36,1,0,2,2,1,0,1,0
430,3,1,3,0,612,2,1,0,3,2,3,3,51,1,1,0,3,0,0,1,1
431,0,17,3,5,893,2,0,1,3,0,2,0,10,0,1,1,0,0,1,1,0
432,1,2,1,3,338,2,4,3,3,2,3,2,17,1,0,2,0,0,1,1,1
433,3,17,1,7,384,2,0,3,1,2,1,3,14,1,1,1,1,0,1,1,1
434,1,5,3,3,402,2,0,2,3,2,1,3,6,1,1,0,1,0,0,1,1
435,0,8,3,6,256,4,0,1,2,2,0,3,6,1,1,0,1,0,1,1,0
436,3,2,3,7,32,1,1,1,2,2,3,3,4,1,2,0,3,0,0,1,1
437,3,17,1,4,186,3,3,3,0,2,3,3,18,1,1,1,1,0,1,1,1
438,1,26,1,7,602,2,4,3,3,0,3,0,46,1,1,1,2,0,0,1,1
439,2,8,0,0,23,2,2,3,0,2,0,3,7,1,1,0,2,0,0,1,0
440,3,8,3,4,342,2,3,3,3,2,3,0,20,1,1,0,0,0,1,1,1
441,1,8,3,3,301,2,0,1,0,0,2,1,11,1,1,0,1,0,0,1,1
442,0,14,2,5,496,2,0,1,3,2,2,0,10,0,1,1,1,0,1,1,1
443,3,8,3,2,49,2,3,3,3,2,3,0,22,0,1,0,3,1,0,1,0
444,0,29,1,3,739,2,0,1,0,2,2,0,11,1,1,0,0,0,1,1,0
445,3,5,1,2,171,4,3,3,0,2,3,1,22,1,2,1,3,0,0,1,1
446,1,23,3,4,331,2,2,3,0,2,3,0,15,1,1,0,1,0,1,1,0
447,0,3,3,6,484,2,0,1,3,1,1,3,16,1,1,0,1,0,0,1,1
448,2,8,3,3,240,4,3,2,0,2,3,3,36,1,1,0,0,0,1,1,1
449,0,11,2,7,264,3,0,2,2,2,2,1,42,2,1,1,1,0,0,1,0
450,3,23,1,9,892,4,0,3,3,2,1,0,11,1,1,0,0,0,1,1,1
451,3,2,3,6,17,2,0,2,0,2,0,3,10,1,1,0,1,0,0,1,1
452,3,8,4,3,518,2,3,1,3,2,3,1,15,1,1,1,1,0,0,1,1
453,3,17,3,9,501,2,3,3,3,2,3,0,16,1,1,0,0,0,1,1,1
454,1,17,3,4,731,2,1,1,3,0,2,1,12,1,1,0,1,0,1,1,0
455,3,17,3,9,504,2,2,3,0,2,0,2,10,1,1,0,0,0,1,1,1
456,1,7,1,4,666,2,0,1,3,2,1,3,17,1,2,1,1,1,0,1,1
457,1,8,3,9,601,2,3,2,3,2,3,2,16,1,0,0,1,0,1,1,0
458,1,2,3,1,4,2,2,3,0,2,0,3,8,1,1,0,1,0,0,1,1
459,3,13,3,6,714,2,2,2,3,2,1,0,13,1,1,0,1,0,1,1,1
460,1,23,3,3,637,2,0,0,3,1,1,1,18,1,1,0,1,1,0,1,1
461,1,11,3,4,309,2,2,1,3,2,2,3,17,1,1,0,1,0,0,1,1
462,0,8,3,3,556,2,2,2,0,2,0,3,15,1,2,0,0,0,0,1,1
463,0,8,3,8,57,4,3,3,3,2,3,1,19,1,1,1,1,0,0,1,1
464,3,13,3,0,363,2,1,3,3,2,0,0,15,2,1,1,1,0,1,1,1
465,1,17,3,9,545,2,0,2,3,1,3,2,44,0,1,0,1,1,1,1,1
466,1,17,2,6,305,2,2,3,0,2,1,0,10,1,2,0,3,0,1,1,0
467,3,29,2,6,822,4,3,2,3,2,2,0,13,0,1,1,1,1,0,1,1
468,3,22,2,0,521,2,0,1,0,2,1,0,7,1,1,1,1,0,1,1,1
469,3,17,2,9,720,2,1,2,3,2,2,0,16,1,1,1,3,0,1,1,1
470,0,17,3,6,569,0,2,2,2,2,1,0,3,1,2,0,1,0,1,1,0
471,1,2,3,2,13,2,2,3,0,2,3,1,4,1,1,0,1,0,0,1,0
472,1,5,3,4,31,2,0,3,3,2,2,0,9,1,1,0,3,0,0,1,0
473,3,2,3,8,168,4,4,3,3,2,3,1,17,1,1,0,0,1,1,1,1
474,0,13,1,6,172,2,0,3,2,2,1,0,14,1,1,0,1,0,0,1,0
475,1,13,4,3,573,2,2,0,0,2,3,1,7,1,2,0,1,0,0,1,0
476,3,24,3,9,482,1,0,3,3,2,3,0,5,1,1,0,1,0,0,1,1
477,2,17,3,6,744,2,1,3,3,2,1,0,6,0,1,0,1,0,0,1,1
478,0,8,3,0,110,0,1,2,3,2,3,3,20,1,1,0,3,0,0,1,1
479,1,11,1,3,254,2,3,3,3,2,3,0,25,1,1,1,1,1,1,1,1
480,0,8,1,6,627,2,0,0,0,2,0,3,4,1,1,0,3,0,0,1,1
481,0,17,3,4,151,2,2,3,3,2,0,1,7,1,1,0,1,0,0,1,1
482,1,21,3,3,639,3,3,3,0,2,3,1,38,1,2,1,1,0,1,1,1
483,3,11,2,3,101,3,1,2,0,2,1,1,11,1,1,1,1,0,0,1,1
484,3,8,1,4,139,1,0,3,3,2,3,3,25,1,1,0,1,0,1,1,1
485,0,2,2,4,156,2,4,3,3,2,3,1,28,1,1,0,0,0,1,1,0
486,3,8,3,6,567,2,0,1,3,2,3,0,33,1,1,0,1,0,1,1,1
487,3,17,3,4,650,2,3,3,0,0,3,2,43,1,0,0,1,0,1,1,1
488,3,6,3,4,238,0,0,2,3,2,1,3,16,1,2,0,3,0,0,0,1
489,3,2,3,4,619,2,0,1,3,1,2,1,7,1,2,0,1,0,0,1,1
490,3,8,1,6,356,2,3,1,3,2,1,2,7,1,1,1,1,0,0,1,1
491,0,19,4,0,856,2,3,1,0,2,3,2,23,1,0,1,0,0,1,1,0
492,3,2,1,6,167,0,0,0,0,2,0,1,8,1,1,1,1,0,0,1,1
493,0,2,3,6,6,4,3,3,3,2,3,1,19,1,1,0,1,0,0,1,1
494,1,8,1,4,397,2,0,2,3,2,1,3,20,1,2,1,3,1,0,0,1
495,1,17,3,3,553,4,0,1,2,2,3,0,1,1,1,0,1,0,0,1,0
496,0,23,3,3,868,0,2,3,3,0,0,2,10,1,2,0,0,0,1,1,0
497,3,17,1,3,294,2,1,3,3,2,2,1,21,1,1,1,1,0,0,1,1
498,0,13,3,6,194,2,3,3,2,1,1,3,13,1,1,0,3,0,0,1,1
499,2,2,1,4,202,0,3,1,1,2,3,0,9,1,1,1,1,1,1,1,1
500,1,17,3,4,574,2,2,3,0,2,0,1,8,1,1,0,1,0,0,1,0
501,1,23,3,9,755,2,3,1,3,2,3,2,23,1,0,0,1,1,0,1,1
502,2,5,3,6,131,0,3,1,1,2,3,3,30,1,1,0,1,0,0,1,1
503,0,17,1,6,158,0,2,3,3,2,3,2,19,0,1,1,1,1,0,1,0
504,1,17,3,4,155,2,2,3,0,2,3,1,5,1,2,0,1,0,0,1,0
505,3,6,3,4,196,4,0,3,3,1,3,1,8,1,1,0,3,0,0,1,0
506,2,11,1,9,453,1,0,1,3,2,1,0,17,1,1,0,1,0,1,1,1
507,0,11,0,4,810,0,4,0,3,2,1,1,15,1,1,0,0,1,1,1,0
508,3,17,3,6,236,2,0,3,2,2,1,1,9,1,1,0,1,0,0,1,1
509,3,24,3,9,862,0,3,3,3,2,1,0,26,1,1,0,0,0,1,1,1
510,1,8,3,4,58,2,1,3,3,2,1,3,7,1,1,0,1,0,0,1,0
511,3,23,3,9,721,2,0,1,3,2,1,2,13,1,0,0,0,0,1,1,1
512,2,11,3,0,506,2,1,1,3,2,3,1,7,1,2,0,1,0,1,1,1
513,0,8,2,6,20,2,0,3,2,0,3,3,1,1,2,1,1,0,0,1,1
514,3,17,3,4,427,4,2,3,3,2,0,1,35,1,1,0,1,0,0,1,1
515,1,2,1,4,23,2,1,3,0,2,2,1,18,1,1,1,1,0,0,0,1
516,1,2,1,4,217,2,2,1,3,2,3,3,21,1,1,0,3,1,0,0,1
517,3,23,1,3,818,2,2,1,0,2,3,1,4,1,2,1,1,0,1,1,0
518,1,2,3,4,152,0,3,2,3,2,1,1,24,1,1,0,1,0,1,1,1
519,3,2,1,6,43,4,3,3,3,2,3,2,17,1,0,1,1,0,0,1,1
520,3,17,1,7,756,2,3,2,3,2,3,2,25,1,0,1,1,0,0,1,1
521,1,13,3,6,582,2,0,1,0,2,1,3,5,1,1,0,1,0,0,1,0
522,1,29,4,3,817,2,0,2,3,2,3,2,34,1,0,1,1,1,0,1,0
523,3,17,3,9,614,0,1,2,0,2,3,0,4,1,1,0,1,0,0,1,1
524,0,13,3,6,129,2,0,3,0,1,3,3,7,1,1,0,3,1,0,1,1
525,0,18,3,9,849,2,2,1,3,2,2,0,11,1,1,1,1,0,0,1,1
526,3,11,1,2,272,0,0,3,0,2,2,0,12,1,1,0,1,0,0,1,1
527,3,0,1,6,262,2,1,1,3,2,0,3,23,1,1,1,3,1,0,1,1
528,1,23,3,6,436,2,0,3,1,2,3,0,12,1,2,0,1,0,0,1,0
529,1,2,3,4,33,2,2,2,3,2,3,3,22,1,1,0,3,1,1,1,1
530,0,23,3,2,428,2,1,2,3,2,0,0,13,1,1,1,1,1,0,1,1
531,0,11,3,4,497,0,0,1,0,2,3,0,9,1,2,1,1,0,1,1,0
532,3,8,2,9,262,2,0,3,2,2,3,3,22,1,2,0,1,0,0,1,1
533,3,17,3,6,197,0,1,3,2,2,2,1,7,1,1,0,1,0,1,1,1
534,3,17,3,6,571,4,2,3,3,2,1,0,6,1,1,1,1,0,0,1,1
535,2,15,1,2,439,2,2,1,1,2,0,0,14,1,2,0,1,0,0,1,0
536,1,2,3,4,222,4,4,3,0,2,2,1,52,1,1,0,0,0,1,1,1
537,0,13,1,3,635,2,3,2,0,2,3,1,18,1,1,0,1,0,1,1,1
538,1,29,3,4,843,2,3,3,3,2,3,2,23,0,0,0,0,0,0,1,0
539,2,13,3,3,560,2,2,0,0,2,0,1,26,2,1,0,3,0,0,1,1
540,0,8,3,6,274,2,2,0,2,2,0,3,4,1,2,0,1,0,0,1,0
541,3,17,2,4,381,2,3,3,3,2,3,2,41,1,0,1,1,0,1,1,1
542,1,21,3,3,791,4,3,3,3,2,3,1,12,1,1,0,1,0,0,1,0
543,2,13,3,3,537,2,0,1,3,2,0,3,15,1,1,0,3,1,0,1,0
544,3,8,1,4,175,2,3,3,3,2,3,3,42,1,1,1,3,0,0,1,1
545,1,17,2,4,205,2,4,3,3,2,1,3,24,1,0,1,1,1,0,1,0
546,3,17,1,4,378,2,0,3,0,2,3,0,18,1,1,0,1,0,1,1,1
547,3,17,3,6,282,2,1,2,3,2,0,0,13,0,1,0,1,1,0,1,1
548,1,8,0,6,26,2,0,3,0,2,3,3,5,0,1,0,3,0,0,1,0
549,3,29,1,9,865,4,1,1,3,2,0,2,16,1,0,1,1,0,1,1,1
550,3,8,1,7,105,4,1,3,0,2,3,3,4,1,1,1,1,0,0,1,1
551,3,2,0,6,314,1,3,1,3,2,3,1,26,0,1,0,3,1,0,1,1
552,1,29,3,6,815,2,1,0,2,1,0,3,15,1,1,1,1,0,1,1,0
553,0,8,1,4,375,0,2,3,3,2,0,0,8,1,1,0,1,0,0,1,1
554,0,5,3,2,149,2,1,3,0,2,3,1,48,1,1,1,0,0,1,1,1
555,0,8,3,6,204,2,2,1,3,2,0,0,3,2,1,0,1,0,0,1,0
556,0,13,4,4,429,0,2,2,0,2,2,0,9,1,1,1,1,0,0,1,0
557,3,15,4,4,736,4,0,0,0,2,3,1,10,0,1,1,1,0,1,1,0
558,1,17,0,3,622,2,1,2,3,2,3,0,8,0,1,0,1,0,0,1,0
559,0,13,1,3,355,2,2,1,3,2,1,3,12,1,1,1,3,0,0,1,0
560,1,17,3,9,548,4,3,3,3,2,3,2,30,0,0,0,1,1,1,1,1
561,1,17,0,6,280,2,1,3,3,1,3,0,5,0,2,0,3,0,0,1,0
562,2,2,2,6,38,2,2,1,0,2,0,1,10,0,1,0,1,0,0,1,1
563,0,23,3,4,902,4,0,0,3,2,3,2,18,1,0,0,1,0,1,1,0
564,0,17,2,0,722,4,0,3,3,2,1,1,18,0,1,1,0,0,1,1,1
565,0,17,2,6,283,0,1,2,0,2,1,1,4,1,2,1,1,0,1,1,1
566,1,8,3,4,221,2,1,1,1,2,2,0,17,1,1,0,1,0,0,1,0
567,3,17,1,6,486,3,3,1,3,2,1,0,15,1,1,0,1,0,0,1,1
568,0,29,3,6,679,4,1,3,3,2,0,0,22,1,1,1,1,1,1,1,1
569,1,29,3,6,806,2,0,2,0,2,1,0,12,1,1,0,1,0,1,1,0
570,1,17,3,3,586,2,2,3,0,2,3,3,4,1,2,0,3,0,1,1,0
571,3,21,1,6,771,2,1,2,3,0,1,0,19,1,1,0,1,0,0,1,1
572,3,17,3,9,754,4,4,1,0,2,3,1,7,1,2,0,0,0,1,1,1
573,1,11,3,0,70,2,0,3,0,2,3,1,3,1,1,0,3,0,0,1,1
574,0,5,3,6,122,2,3,3,3,2,3,0,8,1,1,1,3,0,0,1,1
575,3,11,1,3,526,2,1,1,0,0,2,0,5,0,1,1,1,0,0,1,1
576,0,8,3,6,546,2,1,1,0,2,0,3,8,1,1,0,1,0,0,1,1
577,3,17,1,2,354,4,0,2,0,2,1,0,14,1,1,1,1,0,1,1,1
578,0,23,1,4,529,2,2,3,1,2,3,0,8,1,1,1,1,0,0,1,0
579,3,17,3,8,94,2,2,3,2,2,2,0,8,1,1,1,3,0,0,1,1
580,0,13,1,4,119,2,3,2,3,1,2,3,11,0,1,1,1,0,0,1,0
581,0,8,1,4,575,2,2,0,3,2,2,3,30,0,1,1,3,1,0,1,1
582,3,5,3,3,228,2,0,3,0,2,1,3,7,1,2,0,1,0,0,1,1
583,0,23,3,7,456,2,2,3,3,2,0,2,14,1,2,0,3,0,0,1,0
584,3,8,3,4,400,4,3,3,0,2,3,2,33,1,0,0,0,0,1,1,1
585,1,13,3,3,382,2,0,0,0,2,3,3,1,0,2,0,1,0,0,1,0
586,1,5,1,4,527,2,0,1,3,2,1,3,17,1,2,1,1,1,0,1,1
587,1,8,3,3,188,2,0,3,3,1,0,1,2,1,1,0,3,0,0,1,1
588,1,13,3,1,159,2,0,3,2,2,2,3,28,1,1,0,3,0,1,1,0
589,1,8,1,3,423,2,3,2,3,2,2,1,41,1,1,1,1,0,0,1,0
590,1,8,1,6,7,2,1,3,0,2,2,3,39,1,1,3,3,0,1,1,1
591,0,17,2,4,368,4,0,3,0,2,3,0,23,1,2,1,1,0,1,1,1
592,3,15,3,0,290,3,3,3,0,2,3,3,17,0,1,0,3,0,0,1,1
593,0,17,3,4,510,2,0,2,0,2,3,1,1,1,2,0,3,0,1,1,0
594,1,17,0,5,215,4,3,3,3,2,2,0,21,2,1,0,0,0,1,1,0
595,0,2,0,4,91,0,2,0,0,2,0,1,13,2,1,0,3,0,0,1,0
596,1,17,3,4,243,2,1,3,0,2,3,0,4,1,2,1,1,0,0,1,0
597,0,17,4,0,694,2,0,0,3,2,3,3,17,1,1,2,3,0,1,1,0
598,3,13,1,4,523,2,1,1,3,2,1,1,12,0,1,1,1,0,0,1,0
599,3,17,2,0,662,2,0,0,3,2,1,2,13,1,0,0,1,0,0,1,1
600,0,3,3,6,445,2,2,0,0,1,0,3,26,1,1,0,1,0,0,1,1
601,0,5,3,3,87,2,0,3,0,2,0,1,11,1,1,0,1,0,0,1,0
602,0,17,0,2,330,2,1,3,0,2,3,2,15,0,0,0,3,0,0,1,0
603,3,23,3,3,595,2,0,3,0,2,1,0,9,1,1,0,0,0,1,1,0
604,2,6,3,3,181,2,2,3,0,2,1,1,4,1,1,0,1,0,0,1,1
605,1,17,0,3,531,1,0,3,3,2,3,3,3,2,1,0,1,0,1,1,1
606,3,17,1,0,709,2,0,2,3,2,1,3,51,1,1,0,0,0,1,1,1
607,0,23,3,6,502,0,0,3,0,0,3,2,31,1,0,0,1,0,0,1,0
608,3,13,3,6,383,2,2,3,3,2,0,3,14,1,1,0,1,0,0,1,1
609,3,11,3,9,193,4,3,3,3,2,3,2,26,0,0,0,1,1,0,1,1
610,1,8,3,1,53,0,4,3,0,2,2,1,3,1,1,0,1,0,0,1,0
611,2,6,3,4,170,0,3,0,0,2,3,2,29,1,0,0,3,1,0,1,0
612,1,15,3,6,596,3,2,3,0,2,1,0,10,0,1,0,1,0,0,1,1
613,1,17,0,9,640,2,0,0,0,1,3,0,3,0,2,0,1,0,0,0,1
614,3,13,2,3,323,2,1,3,0,2,0,3,3,1,1,0,1,0,0,1,0
615,0,29,4,0,901,4,0,1,3,2,1,0,29,0,1,0,0,0,1,1,1
616,0,31,2,6,870,4,0,1,3,2,1,2,8,1,0,0,0,0,0,1,1
617,1,2,1,4,647,2,0,0,3,2,2,3,18,1,2,2,1,1,0,1,1
618,0,21,3,3,609,0,0,1,0,0,3,0,2,1,2,0,1,0,0,1,0
619,3,8,3,4,29,2,0,3,1,2,1,3,30,1,1,0,3,0,0,1,1
620,0,15,1,0,644,2,1,1,3,2,2,1,8,1,1,1,1,0,0,1,1
621,3,13,1,4,271,2,0,2,3,2,1,1,13,0,1,1,1,0,0,1,0
622,3,29,3,0,668,4,0,3,1,2,1,3,19,0,1,0,1,0,0,1,0
623,1,8,3,3,334,2,2,3,0,2,0,0,3,1,2,0,1,0,0,1,1
624,1,13,3,6,489,2,0,3,3,2,3,2,46,1,0,1,1,0,0,1,0
625,3,11,3,6,371,4,3,3,3,2,1,0,16,1,1,0,1,0,0,1,1
626,2,2,3,3,394,2,0,1,3,2,1,3,22,1,1,0,1,0,1,1,1
627,0,5,0,4,242,0,1,1,3,2,2,2,10,1,1,0,1,0,0,1,0
